Id,Subsistema,Sector,Manzana,Lote,Nivel1,Nivel2,Fraccion,Toma,Original,Correcta
145,1,20,1,53,0,0,0,1,"1-20-0001-0053-00-00-00-01","1-20-0001-0053-00-00-00-01"
146,1,20,1,51,0,0,0,1,"1-20-0001-0051-00-00-00-01","1-20-0001-0051-00-00-00-01"
147,1,20,1,50,0,0,0,1,"1-20-0001-0050-00-00-00-01","1-20-0001-0050-00-00-00-01"
148,1,20,1,48,0,0,0,1,"1-20-0001-0048-00-00-00-01","1-20-0001-0048-00-00-00-01"
149,1,1,5,4,0,0,0,1,"1-1-0005-0004-00-00-00-01","1-01-0005-0004-00-00-00-01"
150,1,1,5,3,0,0,0,1,"1-1-0005-0003-00-00-00-01","1-01-0005-0003-00-00-00-01"
151,1,1,5,2,0,0,0,1,"1-1-0005-0002-00-00-00-01","1-01-0005-0002-00-00-00-01"
152,1,14,3,15,0,0,0,1,"1-14-0003-0015-00-00-00-01","1-14-0003-0015-00-00-00-01"
153,1,14,3,14,0,0,0,1,"1-14-0003-0014-00-00-00-01","1-14-0003-0014-00-00-00-01"
154,1,14,3,13,0,0,0,1,"1-14-0003-0013-00-00-00-01","1-14-0003-0013-00-00-00-01"
155,1,14,3,12,0,0,0,1,"1-14-0003-0012-00-00-00-01","1-14-0003-0012-00-00-00-01"
156,1,14,3,9,0,0,0,1,"1-14-0003-0009-00-00-00-01","1-14-0003-0009-00-00-00-01"
157,1,14,3,8,0,0,0,1,"1-14-0003-0008-00-00-00-01","1-14-0003-0008-00-00-00-01"
158,1,14,3,17,0,0,0,1,"1-14-0003-0017-00-00-00-01","1-14-0003-0017-00-00-00-01"
159,1,14,3,7,0,0,0,1,"1-14-0003-0007-00-00-00-01","1-14-0003-0007-00-00-00-01"
160,1,14,3,4,0,0,0,1,"1-14-0003-0004-00-00-00-01","1-14-0003-0004-00-00-00-01"
161,1,14,3,2,0,0,0,1,"1-14-0003-0002-00-00-00-01","1-14-0003-0002-00-00-00-01"
162,1,14,3,1,0,0,0,1,"1-14-0003-0001-00-00-00-01","1-14-0003-0001-00-00-00-01"
163,1,14,1,3,0,0,1,1,"1-14-0001-03-00-01-01","1-14-0001-0003-00-00-01-01"
164,1,14,1,40,0,0,0,1,"1-14-0001-0040-00-00-00-01","1-14-0001-0040-00-00-00-01"
165,1,14,1,39,0,0,0,1,"1-14-0001-0039-00-00-00-01","1-14-0001-0039-00-00-00-01"
166,1,14,3,5,0,0,0,1,"1-14-0003-0005-00-00-00-01","1-14-0003-0005-00-00-00-01"
167,1,14,3,18,0,0,0,1,"1-14-0003-0018-00-00-00-01","1-14-0003-0018-00-00-00-01"
168,1,14,3,20,0,0,0,1,"1-14-0003-0020-00-00-00-01","1-14-0003-0020-00-00-00-01"
169,1,14,3,21,0,0,0,1,"1-14-0003-0021-00-00-00-01","1-14-0003-0021-00-00-00-01"
170,1,14,4,12,0,0,0,1,"1-14-0004-0012-00-00-00-01","1-14-0004-0012-00-00-00-01"
171,1,14,4,11,0,0,0,1,"1-14-0004-0011-00-00-00-01","1-14-0004-0011-00-00-00-01"
172,1,14,4,10,0,0,0,1,"1-14-0004-0010-00-00-00-01","1-14-0004-0010-00-00-00-01"
173,1,14,4,9,0,0,0,1,"1-14-0004-0009-00-00-00-01","1-14-0004-0009-00-00-00-01"
174,1,14,4,8,0,0,0,1,"1-14-0004-0008-00-00-00-01","1-14-0004-0008-00-00-00-01"
175,1,14,4,7,0,0,0,1,"1-14-0004-0007-00-00-00-01","1-14-0004-0007-00-00-00-01"
176,1,14,4,6,0,0,0,1,"1-14-0004-0006-00-00-00-01","1-14-0004-0006-00-00-00-01"
177,1,14,4,5,0,1,1,2,"1-14-0004-0005-00-01-01-02","1-14-0004-0005-00-01-01-02"
178,1,14,4,5,0,0,0,1,"1-14-0004-0005-00-00-00-01","1-14-0004-0005-00-00-00-01"
179,1,14,4,4,0,0,0,1,"1-14-0004-0004-00-00-00-01","1-14-0004-0004-00-00-00-01"
180,1,14,4,3,0,0,0,1,"1-14-0004-0003-00-00-00-01","1-14-0004-0003-00-00-00-01"
181,1,14,4,2,0,0,0,1,"1-14-0004-0002-00-00-00-01","1-14-0004-0002-00-00-00-01"
182,1,14,4,1,0,0,0,1,"1-14-0004-0001-00-00-00-01","1-14-0004-0001-00-00-00-01"
183,1,14,3,25,0,0,0,1,"1-14-0003-0025-00-00-00-01","1-14-0003-0025-00-00-00-01"
184,1,14,3,22,0,0,0,1,"1-14-0003-0022-00-00-00-01","1-14-0003-0022-00-00-00-01"
185,1,14,1,38,0,0,0,1,"1-14-0001-0038-00-00-00-01","1-14-0001-0038-00-00-00-01"
186,1,14,1,37,0,0,0,1,"1-14-0001-0037-00-00-00-01","1-14-0001-0037-00-00-00-01"
187,1,14,1,36,0,0,0,1,"1-14-0001-0036-00-00-00-01","1-14-0001-0036-00-00-00-01"
188,1,14,1,35,0,0,0,1,"1-14-0001-0035-00-00-00-01","1-14-0001-0035-00-00-00-01"
189,1,14,1,15,0,1,1,1,"1-14-0001-0015-00-01-01-01","1-14-0001-0015-00-01-01-01"
190,1,14,1,14,0,0,0,1,"1-14-0001-0014-00-00-00-01","1-14-0001-0014-00-00-00-01"
191,1,14,1,13,0,0,0,1,"1-14-0001-0013-00-00-00-01","1-14-0001-0013-00-00-00-01"
192,1,14,1,12,0,0,0,1,"1-14-0001-0012-00-00-00-01","1-14-0001-0012-00-00-00-01"
193,1,14,1,11,0,0,0,1,"1-14-0001-0011-00-00-00-01","1-14-0001-0011-00-00-00-01"
194,1,14,1,10,0,0,0,1,"1-14-0001-0010-00-00-00-01","1-14-0001-0010-00-00-00-01"
195,1,14,1,9,0,0,0,1,"1-14-0001-0009-00-00-00-01","1-14-0001-0009-00-00-00-01"
196,1,14,1,8,0,0,0,1,"1-14-0001-0008-00-00-00-01","1-14-0001-0008-00-00-00-01"
197,1,14,1,7,0,0,0,1,"1-14-0001-0007-00-00-00-01","1-14-0001-0007-00-00-00-01"
198,1,14,1,6,0,0,0,1,"1-14-0001-0006-00-00-00-01","1-14-0001-0006-00-00-00-01"
199,1,14,1,5,0,0,0,1,"1-14-0001-0005-00-00-00-01","1-14-0001-0005-00-00-00-01"
200,1,14,1,4,0,0,0,1,"1-14-0001-0004-00-00-00-01","1-14-0001-0004-00-00-00-01"
201,1,14,1,3,0,0,0,1,"1-14-0001-0003-00-00-00-01","1-14-0001-0003-00-00-00-01"
202,1,14,1,2,0,0,0,1,"1-14-0001-0002-00-00-00-01","1-14-0001-0002-00-00-00-01"
203,1,14,1,1,0,0,0,1,"1-14-0001-0001-00-00-00-01","1-14-0001-0001-00-00-00-01"
204,1,14,1,16,0,0,0,1,"1-14-0001-0016-00-00-00-01","1-14-0001-0016-00-00-00-01"
205,1,14,5,1,0,0,0,1,"1-14-0005-0001-00-00-00-01","1-14-0005-0001-00-00-00-01"
